ID,Area,Priority,Package Weight (kg)
1019,Shubra,5,5.4
1020,Zamalek,3,6.4
1021,Garden City,1,7.0
1022,Ain Shams,1,2.5
1023,Manial,1,4.6
1024,Dokki,1,3.2
1025,Downtown,1,0.2
1026,Helwan,5,1.7
1027,New Cairo,2,5.2
1028,New Cairo,1,3.8
1029,Nasr City,3,7.7
1030,New Cairo,5,8.1
1031,Agouza,1,0.7
1032,Sheikh Zayed,3,5.0
1033,Agouza,2,0.6
1034,New Cairo,1,3.7
1035,Heliopolis,2,9.0
1036,Nasr City,1,7.4
1037,Nasr City,2,8.6
1038,Helwan,4,0.6
1039,Dokki,1,9.2
1040,Ain Shams,2,5.6
1041,Ain Shams,3,3.3
1042,Zamalek,5,2.8
1043,Sheikh Zayed,1,3.8
1044,Sheikh Zayed,1,1.9
1045,Zamalek,4,9.5
1046,6th of October,3,8.7
1047,Rehab,1,1.0
1048,6th of October,5,3.8
1049,Manial,2,7.9
1050,Agouza,4,4.7
1051,Mohandessin,5,10.0
1052,Garden City,2,7.6
1053,Ain Shams,1,0.2
1054,Helwan,1,2.4
1055,Nasr City,4,9.5
1056,6th of October,1,8.5
1057,Garden City,4,2.1
1058,Maadi,2,5.0
1059,Zamalek,1,7.1
1060,Sheikh Zayed,4,9.2
1061,Helwan,4,7.0
1062,Zamalek,5,9.7
1063,Downtown,4,1.0
1064,Agouza,1,0.8
1065,Downtown,2,4.4
1066,Giza,4,3.0
1067,Giza,3,7.0
1068,Garden City,1,4.6
1069,Downtown,5,9.4
1070,Heliopolis,2,1.2
1071,Giza,4,4.6
1072,Helwan,2,1.3
1073,Rehab,3,4.6
1074,Zamalek,2,8.5
1075,6th of October,5,8.1
1076,Giza,2,0.5
1077,Garden City,3,1.0
1078,Maadi,3,4.0
1079,Dokki,1,2.7
1080,Rehab,5,9.5
1081,Garden City,1,7.5
1082,Downtown,1,4.7
1083,Garden City,2,0.2
1084,Shubra,3,2.1
1085,Zamalek,5,6.9
1086,Zamalek,1,5.9
1087,Mohandessin,4,10.0
1088,Zamalek,3,8.1
1089,Rehab,1,1.3
1090,Agouza,4,1.8
1091,Shubra,4,8.2
1092,Ain Shams,2,0.4
1093,Dokki,3,3.6
1094,Downtown,1,2.9
1095,Manial,2,6.2
1096,Madinaty,4,6.5
1097,Madinaty,1,8.8
1098,Shubra,2,1.0
1099,Sheikh Zayed,2,4.3
1100,5th Settlement,1,6.3
1101,Helwan,4,9.9
1102,Madinaty,3,5.5
1103,Sheikh Zayed,3,9.1
1104,Dokki,1,3.9
1105,Garden City,1,3.3
1106,New Cairo,1,9.0
1107,Madinaty,5,8.1
1108,Agouza,2,3.6
1109,Heliopolis,2,9.7
1110,New Cairo,5,6.6
1111,Maadi,2,8.2
1112,Shubra,3,5.8
1113,Dokki,2,9.4
1114,Giza,3,2.4
1115,Nasr City,3,9.1
1116,Agouza,2,9.5
1117,Mohandessin,4,5.7
1118,Dokki,4,5.5
1119,Maadi,2,0.5
1120,Nasr City,5,6.1
1121,Giza,5,4.8
1122,Downtown,3,2.1
1123,Giza,1,7.2
1124,Agouza,2,0.3
1125,Sheikh Zayed,3,7.8
1126,Helwan,4,9.6
1127,Giza,3,5.9
1128,Dokki,4,3.3
1129,Madinaty,3,7.9
1130,5th Settlement,5,1.8
1131,Garden City,5,7.9
1132,Shubra,3,8.2
1133,6th of October,2,7.4
1134,Nasr City,5,1.9
1135,Agouza,1,4.0
1136,Giza,5,1.9
1137,Agouza,1,2.3
1138,Downtown,3,9.4
1139,Garden City,3,7.5
1140,Dokki,1,9.8
1141,Giza,4,8.2
1142,Mohandessin,2,0.2
1143,Helwan,3,7.0
1144,Nasr City,1,7.9
1145,Ain Shams,2,3.9
1146,Madinaty,4,8.9
1147,Shubra,1,3.6
1148,Agouza,2,8.3
1149,Zamalek,1,1.7
1150,Giza,3,3.0
1151,Zamalek,3,9.5
1152,Shubra,2,1.8
1153,5th Settlement,1,7.3
1154,Manial,4,3.4
1155,Ain Shams,2,7.1
1156,Ain Shams,2,6.1
1157,Giza,2,0.6
1158,Ain Shams,5,9.7
1159,5th Settlement,3,7.2
1160,6th of October,2,6.6
1161,Shubra,5,1.0
1162,Madinaty,2,5.5
1163,Nasr City,4,0.6
1164,Manial,4,1.0
1165,Nasr City,2,2.1
1166,6th of October,1,1.8
1167,Heliopolis,3,4.8
1168,Madinaty,4,7.9
1169,New Cairo,1,9.0
1170,Shubra,2,6.5
1171,Shubra,3,3.8
1172,Maadi,3,1.9
1173,New Cairo,2,4.5
1174,Agouza,1,8.4
1175,Heliopolis,1,1.6
1176,5th Settlement,4,6.7
1177,Agouza,2,9.7
1178,Shubra,5,5.6
1179,5th Settlement,4,4.2
1180,Garden City,4,5.8
1181,Shubra,1,3.1
1182,Sheikh Zayed,5,5.1
1183,Manial,2,6.8
1184,Rehab,2,1.3
1185,Dokki,2,9.5
1186,Downtown,1,8.1
1187,Ain Shams,2,4.3
1188,Downtown,5,10.0
1189,Zamalek,1,2.7
1190,Shubra,5,3.9
1191,New Cairo,5,3.3
1192,Nasr City,5,4.6
1193,Ain Shams,1,5.9
1194,Downtown,5,4.2
1195,Heliopolis,1,5.9
1196,Heliopolis,3,5.7
1197,Helwan,4,8.7
1198,Madinaty,5,2.7
1199,Maadi,2,6.1
1200,Downtown,5,2.8
1201,Shubra,1,6.1
1202,Giza,2,4.0
1203,Madinaty,3,0.6
1204,Nasr City,3,9.0
1205,6th of October,3,8.2
1206,Madinaty,1,2.9
1207,Garden City,2,9.7
1208,Rehab,3,3.1
1209,Ain Shams,5,2.8
1210,Mohandessin,4,6.5
1211,Ain Shams,4,2.2
1212,Helwan,1,7.6
1213,Dokki,1,5.2
1214,Sheikh Zayed,4,3.2
1215,Sheikh Zayed,5,1.4
1216,Mohandessin,2,0.4
1217,Garden City,1,8.4
1218,Helwan,2,4.6
1219,Rehab,5,2.8
1220,Heliopolis,1,4.0
1221,Madinaty,5,2.5
1222,Madinaty,5,4.5
1223,Helwan,2,5.6
1224,New Cairo,1,8.4
1225,Shubra,1,2.9
1226,Agouza,2,1.7
1227,Garden City,2,8.6
1228,Ain Shams,5,2.8
1229,Nasr City,4,0.3
1230,Dokki,5,9.1
1231,Garden City,3,8.0
1232,6th of October,3,6.1
1233,Shubra,3,4.3
1234,Mohandessin,4,4.6
1235,Sheikh Zayed,5,3.1
1236,Heliopolis,1,4.0
1237,Helwan,5,5.2
1238,Manial,3,6.5
1239,Heliopolis,4,3.1
1240,New Cairo,3,0.7
1241,New Cairo,3,8.6
1242,Sheikh Zayed,2,2.0
1243,Manial,4,9.0
1244,Downtown,1,6.6
1245,6th of October,3,6.6
1246,Shubra,4,9.1
1247,Agouza,5,7.4
1248,Giza,2,8.2
1249,Madinaty,3,6.9
1250,Dokki,5,5.1
1251,Heliopolis,4,1.9
1252,New Cairo,5,1.4
1253,Dokki,3,7.7
1254,Garden City,3,6.6
1255,6th of October,4,2.3
1256,Giza,3,7.9
1257,6th of October,4,2.7
1258,Madinaty,1,8.5
1259,Agouza,5,8.7
1260,Zamalek,4,9.4
1261,Sheikh Zayed,1,8.9
1262,Shubra,5,8.7
1263,Maadi,2,3.1
1264,Mohandessin,3,1.5
1265,Agouza,4,4.2
1266,Dokki,1,1.5
1267,Dokki,3,4.9
1268,Nasr City,4,6.4
1269,Dokki,5,2.8
1270,Madinaty,1,7.7
1271,Ain Shams,4,1.4
1272,Madinaty,4,4.1
1273,5th Settlement,2,0.1
1274,Nasr City,3,7.3
1275,Sheikh Zayed,2,7.6
1276,Nasr City,2,0.3
1277,Helwan,3,2.3
1278,Shubra,5,1.4
1279,Dokki,1,5.9
1280,6th of October,3,8.3
1281,Sheikh Zayed,5,4.6
1282,Ain Shams,2,5.3
1283,Madinaty,3,3.5
1284,Dokki,4,7.5
1285,Garden City,2,0.3
1286,Nasr City,5,2.2
1287,Heliopolis,3,5.1
1288,Maadi,4,7.1
1289,New Cairo,5,8.8
1290,Manial,1,6.3
1291,Nasr City,1,6.7
1292,Ain Shams,4,6.9
1293,5th Settlement,3,3.9
1294,Downtown,2,4.8
1295,Nasr City,3,7.0
1296,Heliopolis,5,4.3
1297,Manial,2,2.8
1298,Heliopolis,5,4.2
1299,Heliopolis,3,7.2
1300,Heliopolis,4,1.2
1301,Mohandessin,3,2.1
1302,Mohandessin,3,8.3
1303,6th of October,2,7.1
1304,Madinaty,2,0.5
1305,Madinaty,3,6.9
1306,Nasr City,1,2.4
1307,Agouza,4,9.1
1308,Zamalek,5,1.6
1309,Heliopolis,3,0.8
1310,Rehab,3,6.5
1311,Maadi,1,2.7
1312,Maadi,3,8.2
1313,Giza,4,3.7
1314,Heliopolis,1,7.4
1315,Downtown,2,0.2
1316,Rehab,5,3.4
1317,Zamalek,3,2.8
1318,Dokki,1,8.2
1319,Rehab,3,4.1
1320,Madinaty,4,8.4
1321,Dokki,1,6.5
1322,Maadi,2,1.4
1323,Agouza,4,1.1
1324,Rehab,2,8.0
1325,Helwan,5,6.2
1326,Downtown,4,0.4
1327,Heliopolis,4,9.2
1328,Zamalek,3,4.5
1329,Nasr City,5,6.6
1330,Agouza,5,7.7
1331,Giza,5,2.3
1332,Manial,1,5.3
1333,Garden City,4,4.4
1334,Shubra,2,3.5
1335,5th Settlement,5,8.4
1336,Dokki,5,0.6
1337,Madinaty,2,8.5
1338,Madinaty,3,0.8
1339,New Cairo,1,2.5
1340,5th Settlement,4,5.1
1341,Garden City,1,4.1
1342,Agouza,4,4.6
1343,Madinaty,4,1.0
1344,Madinaty,1,3.2
1345,Ain Shams,1,1.1
1346,Nasr City,1,5.6
1347,Manial,3,7.9
1348,5th Settlement,2,8.9
1349,Rehab,3,6.6
1350,Maadi,2,3.7
1351,Giza,5,8.5
1352,Manial,4,7.7
1353,Helwan,4,7.2
1354,Garden City,1,1.2
1355,6th of October,5,3.5
1356,Heliopolis,1,5.3
1357,Madinaty,2,9.0
1358,Ain Shams,1,8.2
1359,Mohandessin,2,2.6
1360,Shubra,2,1.3
1361,Mohandessin,3,4.6
1362,Ain Shams,1,1.2
1363,Agouza,1,9.3
1364,Rehab,4,7.7
1365,Sheikh Zayed,2,6.6
1366,Nasr City,5,9.6
1367,5th Settlement,4,7.4
1368,Madinaty,5,8.4
1369,Dokki,5,7.8
1370,Downtown,1,1.8
1371,Manial,5,3.9
1372,Sheikh Zayed,4,8.8
1373,Manial,2,4.2
1374,Giza,3,2.8
1375,Downtown,2,4.6
1376,Sheikh Zayed,3,4.2
1377,5th Settlement,3,8.4
1378,5th Settlement,2,7.1
1379,Manial,3,2.1
1380,Downtown,2,6.9
1381,Giza,1,5.1
1382,5th Settlement,4,7.6
1383,Ain Shams,5,5.9
1384,Ain Shams,1,2.9
1385,Nasr City,4,5.3
1386,Maadi,2,1.5
1387,Dokki,3,2.7
1388,Downtown,1,6.9
1389,6th of October,2,6.9
1390,Maadi,3,7.6
1391,Heliopolis,5,8.2
1392,5th Settlement,2,8.7
1393,5th Settlement,4,7.4
1394,6th of October,1,2.5
1395,Shubra,4,9.3
1396,Giza,5,9.6
1397,New Cairo,2,0.6
1398,Rehab,2,6.2
1399,Helwan,5,9.1
1400,Manial,2,5.5
1401,Mohandessin,3,7.8
1402,Zamalek,2,4.5
1403,Sheikh Zayed,1,9.6
1404,Ain Shams,3,3.8
1405,Downtown,2,5.6
1406,New Cairo,1,5.9
1407,Downtown,1,3.4
1408,Giza,5,1.6
1409,Manial,3,0.6
1410,Agouza,5,5.0
1411,Giza,5,3.6
1412,Dokki,5,2.3
1413,Sheikh Zayed,2,0.8
1414,5th Settlement,4,4.2
1415,Garden City,2,1.0
1416,Giza,3,6.7
1417,Manial,5,3.0
1418,5th Settlement,1,4.8
1419,Helwan,4,1.2
1420,Manial,5,2.5
1421,Maadi,3,2.5
1422,Heliopolis,4,3.9
1423,6th of October,1,2.6
1424,Helwan,5,9.1
1425,Rehab,4,8.0
1426,Mohandessin,3,0.5
1427,Heliopolis,2,5.2
1428,5th Settlement,5,9.7
1429,Zamalek,2,0.2
1430,Mohandessin,4,6.7
1431,Mohandessin,5,8.4
1432,Ain Shams,1,8.3
1433,Downtown,1,7.5
1434,Giza,1,4.6
1435,Maadi,2,1.0
1436,5th Settlement,1,8.0
1437,Garden City,3,5.8
1438,Rehab,4,4.1
1439,Nasr City,4,4.4
1440,5th Settlement,1,6.8
1441,Manial,1,6.5
1442,Agouza,1,7.6
1443,Zamalek,3,7.0
1444,Heliopolis,3,9.3
1445,6th of October,5,7.9
1446,Rehab,4,1.0
1447,Nasr City,4,4.0
1448,Garden City,2,1.6
1449,5th Settlement,3,7.5
1450,Downtown,3,9.6
1451,Helwan,1,6.8
1452,5th Settlement,2,5.6
1453,Nasr City,5,1.3
1454,5th Settlement,5,6.0
1455,6th of October,2,9.5
1456,Helwan,2,7.5
1457,Sheikh Zayed,2,4.2
1458,Garden City,5,1.7
1459,Mohandessin,1,8.4
1460,Agouza,1,1.9
1461,5th Settlement,4,8.5
1462,Zamalek,3,6.5
1463,New Cairo,1,6.7
1464,Agouza,4,2.1
1465,Helwan,2,9.5
1466,Garden City,1,6.7
1467,Zamalek,2,2.9
1468,Rehab,3,3.2
1469,6th of October,5,6.2
1470,Agouza,3,1.6
1471,Ain Shams,2,8.1
1472,Garden City,2,0.1
1473,Ain Shams,3,7.2
1474,Downtown,3,8.4
1475,Rehab,4,8.8
1476,6th of October,4,3.7
1477,Dokki,5,5.6
1478,New Cairo,2,0.9
1479,Mohandessin,3,8.9
1480,Zamalek,1,7.4
1481,Sheikh Zayed,1,8.9
1482,Agouza,4,8.1
1483,Mohandessin,1,7.7
1484,5th Settlement,5,5.6
1485,Downtown,3,4.8
1486,Agouza,3,4.0
1487,Sheikh Zayed,5,1.4
1488,Helwan,5,1.0
1489,Garden City,5,0.2
1490,Sheikh Zayed,2,6.9
1491,Dokki,5,4.5
1492,Downtown,4,9.5
1493,Maadi,2,9.4
1494,Garden City,1,7.6
1495,Garden City,1,2.7
1496,Sheikh Zayed,3,6.7
1497,Rehab,1,3.9
1498,Giza,1,0.5
1499,Sheikh Zayed,3,7.1
1500,New Cairo,5,8.4
1501,Dokki,4,5.5
1502,Helwan,5,6.6
1503,Zamalek,5,6.6
1504,Garden City,5,2.6
1505,Helwan,4,4.1
1506,Manial,1,7.9
1507,Downtown,4,5.1
1508,Zamalek,5,1.7
1509,Mohandessin,2,6.5
1510,Helwan,5,2.0
1511,Heliopolis,2,7.2
1512,Giza,1,4.2
1513,Madinaty,4,4.9
1514,Dokki,4,2.2
1515,Maadi,2,0.3
1516,Dokki,2,5.8
1517,Maadi,5,6.3
1518,Dokki,3,1.6
1519,Sheikh Zayed,4,9.2
1520,Agouza,1,6.0
1521,6th of October,1,8.8
1522,Manial,4,2.2
1523,Dokki,2,8.7
1524,Manial,2,8.3
1525,Dokki,5,8.0
1526,New Cairo,2,6.6
1527,Giza,4,7.3
1528,Zamalek,2,6.0
1529,Downtown,1,3.8
1530,Sheikh Zayed,5,0.3
1531,Downtown,5,6.9
1532,Madinaty,5,1.1
1533,5th Settlement,5,6.0
1534,Zamalek,4,7.5
1535,Manial,5,6.6
1536,Ain Shams,5,8.3
1537,Maadi,5,4.3
1538,Madinaty,4,4.3
1539,Agouza,1,3.6
1540,New Cairo,4,4.3
1541,Zamalek,3,7.7
1542,5th Settlement,4,6.0
1543,Nasr City,1,2.7
1544,Heliopolis,5,5.8
1545,Mohandessin,3,0.2
1546,Heliopolis,2,4.1
1547,Agouza,3,4.3
1548,5th Settlement,4,2.7
1549,Manial,3,5.7
1550,Shubra,2,9.9
1551,5th Settlement,4,4.2
1552,5th Settlement,5,1.9
1553,6th of October,5,4.9
1554,Shubra,2,3.5
1555,Heliopolis,2,8.6
1556,Dokki,1,4.5
1557,Shubra,3,2.2
1558,Manial,1,8.0
1559,Nasr City,1,1.7
1560,Madinaty,5,8.3
1561,Zamalek,3,4.4
1562,Zamalek,5,2.3
1563,Shubra,4,0.5
1564,Sheikh Zayed,3,6.2
1565,Manial,1,7.1
1566,Dokki,4,9.5
1567,Mohandessin,5,4.4
1568,Maadi,5,2.9
1569,Garden City,5,5.2
1570,Maadi,3,1.8
1571,Nasr City,2,2.5
1572,New Cairo,4,1.0
1573,Shubra,4,3.6
1574,Sheikh Zayed,1,5.9
1575,Zamalek,1,7.4
1576,5th Settlement,5,5.5
1577,New Cairo,2,3.5
1578,Mohandessin,4,6.1
1579,Agouza,1,9.3
1580,Ain Shams,5,2.7
1581,Zamalek,5,1.2
1582,Heliopolis,5,3.0
1583,5th Settlement,5,9.6
1584,Rehab,4,2.6
1585,Garden City,3,5.7
1586,Rehab,4,9.6
1587,Nasr City,4,9.0
1588,Zamalek,4,1.3
1589,Garden City,2,6.4
1590,Ain Shams,3,8.0
1591,Nasr City,3,5.2
1592,Zamalek,4,2.6
1593,Giza,1,6.8
1594,Dokki,4,5.6
1595,Mohandessin,5,3.2
1596,Mohandessin,4,2.8
1597,Garden City,2,7.4
1598,Mohandessin,2,8.7
1599,Garden City,5,2.1
1600,Heliopolis,1,3.6
1601,Madinaty,5,9.2
1602,5th Settlement,1,0.2
1603,Helwan,5,8.5
1604,Agouza,3,3.2
1605,Sheikh Zayed,3,5.0
1606,Agouza,2,4.0
1607,Ain Shams,4,0.6
1608,Maadi,5,9.4
1609,Dokki,4,3.5
1610,Sheikh Zayed,4,9.8
1611,Nasr City,1,3.2
1612,Shubra,5,6.8
1613,Helwan,5,1.1
1614,Dokki,5,8.6
1615,New Cairo,4,2.7
1616,Giza,3,9.6
1617,Ain Shams,2,1.9
1618,Helwan,3,4.2
1619,New Cairo,4,8.6
1620,Downtown,5,1.9
1621,Heliopolis,3,6.9
1622,5th Settlement,4,8.1
1623,Mohandessin,2,8.6
1624,Downtown,4,8.0
1625,Dokki,4,8.1
1626,Sheikh Zayed,5,5.0
1627,Madinaty,3,7.2
1628,Agouza,1,2.6
1629,Dokki,1,4.0
1630,New Cairo,4,2.2
1631,Heliopolis,4,8.4
1632,New Cairo,3,7.5
1633,5th Settlement,3,3.7
1634,Ain Shams,1,3.5
1635,Manial,2,3.6
1636,5th Settlement,2,5.8
1637,6th of October,3,9.8
1638,Sheikh Zayed,4,3.3
1639,Rehab,1,7.8
1640,6th of October,4,3.9
1641,Downtown,2,6.4
1642,Giza,4,6.4
1643,Agouza,4,6.3
1644,Zamalek,1,8.5
1645,Garden City,3,1.7
1646,6th of October,3,3.2
1647,Shubra,3,6.1
1648,Helwan,5,8.9
1649,Rehab,4,5.3
1650,Nasr City,2,1.8
1651,New Cairo,1,7.3
1652,Shubra,1,2.2
1653,Madinaty,5,1.0
1654,Shubra,5,0.6
1655,Zamalek,1,7.7
1656,Downtown,1,2.7
1657,Shubra,3,6.6
1658,6th of October,4,2.4
1659,Downtown,5,6.3
1660,Nasr City,1,8.4
1661,Giza,4,6.7
1662,5th Settlement,3,4.7
1663,Downtown,5,5.5
1664,Manial,4,1.9
1665,Agouza,4,6.3
1666,5th Settlement,3,5.3
1667,Madinaty,5,9.1
1668,Zamalek,4,2.3
1669,Ain Shams,3,3.1
1670,Nasr City,1,1.6
1671,Downtown,3,5.3
1672,5th Settlement,1,2.9
1673,Madinaty,4,6.9
1674,Ain Shams,3,3.1
1675,Nasr City,5,6.0
1676,Ain Shams,5,3.8
1677,Garden City,2,4.4
1678,Shubra,4,7.2
1679,Zamalek,4,2.3
1680,Sheikh Zayed,5,6.3
1681,New Cairo,3,8.1
1682,5th Settlement,3,6.5
1683,Zamalek,2,4.2
1684,Heliopolis,4,1.5
1685,New Cairo,5,6.2
1686,Giza,1,5.0
1687,5th Settlement,1,1.6
1688,Heliopolis,3,1.9
1689,Rehab,1,2.8
1690,Downtown,1,2.4
1691,Giza,4,5.0
1692,Madinaty,3,3.2
1693,Maadi,3,4.7
1694,Downtown,1,0.9
1695,Shubra,1,2.7
1696,Dokki,2,5.5
1697,New Cairo,4,9.0
1698,Heliopolis,2,8.3
1699,Rehab,2,3.9
1700,Maadi,2,7.4
1701,Heliopolis,5,4.7
1702,Mohandessin,4,6.7
1703,6th of October,3,4.0
1704,Maadi,5,1.7
1705,New Cairo,4,5.3
1706,Mohandessin,3,6.4
1707,Mohandessin,1,8.9
1708,Ain Shams,3,2.4
1709,New Cairo,5,0.2
1710,Garden City,1,1.3
1711,Agouza,4,9.7
1712,Downtown,3,6.9
1713,Garden City,2,7.7
1714,Manial,3,5.0
1715,Maadi,1,9.3
1716,Downtown,5,3.6
1717,Downtown,4,7.9
1718,5th Settlement,3,2.4
1719,Rehab,2,8.1
1720,Shubra,3,0.3
1721,New Cairo,1,7.3
1722,Rehab,5,4.9
1723,Madinaty,2,3.0
1724,5th Settlement,3,5.7
1725,Rehab,3,3.3
1726,Manial,5,8.7
1727,Sheikh Zayed,2,1.7
1728,New Cairo,5,4.5
1729,Nasr City,5,3.7
1730,Dokki,1,3.9
1731,Helwan,5,6.2
1732,Zamalek,5,2.5
1733,Mohandessin,5,8.2
1734,5th Settlement,2,6.9
1735,Giza,4,6.2
1736,Heliopolis,1,6.4
1737,Zamalek,1,5.3
1738,Downtown,2,8.4
1739,Mohandessin,1,8.7
1740,Heliopolis,1,4.9
1741,Shubra,4,5.8
1742,Agouza,3,5.3
1743,Garden City,5,0.6
1744,Nasr City,2,7.2
1745,Zamalek,4,6.6
1746,Maadi,3,8.0
1747,Ain Shams,3,5.6
1748,Maadi,5,8.0
1749,Maadi,1,2.7
1750,Zamalek,2,8.4
1751,Heliopolis,1,9.6
1752,5th Settlement,4,7.3
1753,Sheikh Zayed,2,2.0
1754,Dokki,5,5.7
1755,Ain Shams,1,7.5
1756,Agouza,3,7.7
1757,Ain Shams,1,6.8
1758,Dokki,5,1.8
1759,Giza,2,4.1
1760,Manial,4,5.4
1761,Giza,5,9.3
1762,Giza,3,9.9
1763,Ain Shams,3,4.2
1764,Agouza,5,6.1
1765,5th Settlement,3,2.2
1766,Rehab,4,3.7
1767,Nasr City,1,9.6
1768,Manial,1,9.8
1769,6th of October,1,5.2
1770,Garden City,2,3.1
1771,Nasr City,3,8.6
1772,Sheikh Zayed,5,9.2
1773,Agouza,2,5.7
1774,Rehab,3,1.0
1775,New Cairo,3,1.6
1776,Garden City,2,8.9
1777,6th of October,1,2.6
1778,Agouza,2,5.7
1779,Giza,4,7.4
1780,Agouza,1,1.8
1781,6th of October,1,6.0
1782,Agouza,4,7.3
1783,Maadi,3,0.9
1784,Ain Shams,4,3.5
1785,Heliopolis,2,9.3
1786,Manial,1,7.5
1787,Shubra,1,6.4
1788,Maadi,3,3.1
1789,Downtown,3,5.4
1790,Garden City,2,5.1
1791,Shubra,4,0.6
1792,Agouza,5,7.6
1793,Ain Shams,3,1.0
1794,Downtown,2,7.9
1795,Madinaty,5,3.4
1796,5th Settlement,4,7.5
1797,Shubra,5,2.7
1798,Downtown,2,4.4
1799,Mohandessin,4,4.9
1800,Agouza,2,4.0
1801,Sheikh Zayed,2,5.7
1802,New Cairo,4,2.5
1803,Agouza,1,3.3
1804,Ain Shams,4,1.2
1805,Mohandessin,3,3.7
1806,Nasr City,3,3.5
1807,Helwan,5,1.8
1808,Rehab,5,8.2
1809,Maadi,2,1.5
1810,Helwan,2,2.1
1811,Zamalek,1,7.6
1812,Garden City,5,7.4
1813,6th of October,1,9.3
1814,Heliopolis,3,3.5
1815,Nasr City,3,4.6
1816,5th Settlement,2,2.2
1817,Sheikh Zayed,3,2.1
1818,Manial,2,5.5
1819,Nasr City,4,7.0
1820,Sheikh Zayed,1,5.9
1821,Maadi,3,2.6
1822,Manial,3,2.1
1823,Nasr City,1,0.6
1824,New Cairo,3,3.9
1825,Nasr City,3,8.7
1826,Shubra,2,8.7
1827,Sheikh Zayed,1,9.8
1828,Madinaty,5,9.0
1829,Dokki,2,5.4
1830,Rehab,5,5.1
1831,Nasr City,1,9.3
1832,Sheikh Zayed,3,2.5
1833,Shubra,2,3.4
1834,Helwan,3,0.3
1835,Garden City,5,6.3
1836,Maadi,3,2.8
1837,Nasr City,5,8.8
1838,Garden City,2,9.5
1839,Shubra,2,3.5
1840,Shubra,5,1.0
1841,Manial,2,9.6
1842,Agouza,2,4.2
1843,6th of October,5,4.3
1844,5th Settlement,2,3.4
1845,Downtown,5,2.1
1846,Mohandessin,2,5.5
1847,Sheikh Zayed,2,3.2
1848,Downtown,5,4.4
1849,Giza,1,9.2
1850,Heliopolis,2,5.6
1851,Downtown,1,3.2
1852,Ain Shams,4,7.7
1853,New Cairo,2,3.1
1854,Heliopolis,2,7.8
1855,Manial,5,1.9
1856,Agouza,5,2.7
1857,Garden City,2,2.4
1858,Helwan,1,6.9
1859,Madinaty,2,6.9
1860,Manial,4,5.1
1861,Helwan,2,7.1
1862,Madinaty,4,8.5
1863,Mohandessin,2,1.5
1864,Nasr City,3,0.4
1865,Garden City,2,9.5
1866,Zamalek,2,7.6
1867,Rehab,5,9.3
1868,Giza,4,5.0
1869,Ain Shams,4,8.9
1870,Manial,4,7.8
1871,Shubra,5,7.2
1872,Agouza,5,9.4
1873,Maadi,5,5.4
1874,Rehab,1,1.2
1875,Garden City,5,8.8
1876,Maadi,5,5.4
1877,Maadi,2,3.9
1878,Shubra,3,3.0
1879,6th of October,4,7.8
1880,6th of October,5,1.7
1881,Sheikh Zayed,2,9.2
1882,Rehab,1,4.7
1883,Heliopolis,2,7.3
1884,5th Settlement,2,7.8
1885,Giza,4,4.0
1886,Rehab,5,0.3
1887,Mohandessin,4,9.0
1888,Giza,2,1.0
1889,Heliopolis,1,7.2
1890,Rehab,3,1.2
1891,Shubra,5,0.9
1892,Dokki,4,6.2
1893,Maadi,2,5.5
1894,Agouza,2,9.1
1895,Downtown,2,1.7
1896,Maadi,4,7.7
1897,Rehab,3,3.1
1898,Heliopolis,2,6.3
1899,Nasr City,5,9.6
1900,Nasr City,4,7.7
1901,Madinaty,5,5.0
1902,Manial,4,8.1
1903,Agouza,4,2.5
1904,Rehab,1,4.6
1905,Nasr City,2,6.1
1906,New Cairo,5,8.8
1907,Mohandessin,1,6.3
1908,Maadi,3,1.9
1909,Maadi,5,0.5
1910,6th of October,3,8.4
1911,Maadi,1,9.2
1912,Dokki,2,4.2
1913,Manial,5,6.8
1914,5th Settlement,2,5.8
1915,Agouza,3,9.7
1916,Zamalek,3,9.3
1917,Shubra,1,3.3
1918,5th Settlement,1,7.6
1919,Downtown,1,3.0
1920,New Cairo,3,7.0
1921,Sheikh Zayed,2,5.3
1922,Manial,1,7.0
1923,Sheikh Zayed,1,1.2
1924,Manial,3,4.9
1925,Giza,3,4.3
1926,Manial,3,5.3
1927,Manial,5,9.3
1928,Madinaty,4,5.0
1929,Manial,2,8.1
1930,Mohandessin,1,7.1
1931,Rehab,1,1.3
1932,Mohandessin,5,7.4
1933,Ain Shams,1,10.0
1934,5th Settlement,2,3.4
1935,Mohandessin,3,0.2
1936,Zamalek,3,2.6
1937,5th Settlement,3,3.1
1938,Heliopolis,3,7.7
1939,Agouza,5,3.5
1940,Dokki,2,9.6
1941,Giza,4,3.4
1942,Maadi,2,9.2
1943,Rehab,5,4.9
1944,Rehab,4,9.0
1945,Maadi,5,9.3
1946,Giza,5,3.1
1947,Mohandessin,5,5.4
1948,Helwan,1,6.9
1949,New Cairo,1,9.7
1950,Shubra,5,3.5
1951,Agouza,5,8.4
1952,Manial,1,4.0
1953,6th of October,3,8.7
1954,New Cairo,4,7.1
1955,Garden City,3,1.0
1956,6th of October,2,4.6
1957,Dokki,1,5.3
1958,Maadi,2,3.8
1959,Rehab,5,9.1
1960,Madinaty,5,0.3
1961,Giza,4,1.6
1962,Sheikh Zayed,3,7.4
1963,Downtown,1,7.8
1964,Sheikh Zayed,2,8.2
1965,Maadi,4,2.1
